,platform,genre,title,score,Unnamed: 0.1,nplatform,ngenre,score8
3302,PC,strategy,Warhammer Quest,55,,14,1,0
3303,PC,strategy,Majesty 2: Battles of Ardania,55,,14,1,0
3304,PC,strategy,Golf Resort Tycoon,55,,14,1,0
3305,Xbox 360,strategy,Warhammer: Battle March,55,,5,1,0
3306,PC,strategy,Re-Legion,55,,14,1,0
3307,PlayStation 3,strategy,Babel Rising,55,,1,1,0
3310,PC,strategy,Defenders of Time,55,,14,1,0
3311,PC,strategy,Cold War Conflicts,55,,14,1,0
3312,PC,strategy,Guardians of Graxia,55,,14,1,0
3313,PlayStation Vita,strategy,Breach & Clear,55,,11,1,0
3314,PC,strategy,King Arthur: Fallen Champions,54,,14,1,0
3315,PlayStation 4,strategy,The Tomorrow Children,54,,15,1,0
3316,PC,strategy,Port Royale 3: Pirates and Merchants,54,,14,1,0
3318,PC,strategy,Emergency 5,54,,14,1,0
3319,PC,strategy,Raging Tiger: The Second Korean War,54,,14,1,0
3320,PC,strategy,The Political Machine 2012,54,,14,1,0
3321,PC,strategy,Endless Space: Disharmony,54,,14,1,0
3322,Wii,strategy,Battleship,54,,0,1,0
3323,PC,strategy,Real War: Rogue States,54,,14,1,0
3324,PC,strategy,SpellForce 2: Demons of the Past,54,,14,1,0
3325,PlayStation 4,strategy,Valkyria Revolution,54,,15,1,0
3326,PC,strategy,Space HoRSE,54,,14,1,0
3327,PC,strategy,Achron,54,,14,1,0
3328,PC,strategy,Aeronautica Imperialis: Flight Command,54,,14,1,0
3329,PlayStation 4,strategy,GUNS UP!,54,,15,1,0
3330,PC,strategy,Rise of Immortals: Battle for Graxia,54,,14,1,0
3331,PlayStation 4,strategy,The Princess Guide,54,,15,1,0
3332,PC,strategy,Omerta: City of Gangsters,54,,14,1,0
3333,Switch,strategy,Shephy,54,,19,1,0
3335,PC,strategy,The Golden Horde,54,,14,1,0
3336,PlayStation 4,strategy,Jagged Alliance: Rage!,54,,15,1,0
3337,PC,strategy,Rise of Prussia,54,,14,1,0
3338,PC,strategy,Raiders of the Broken Planet,54,,14,1,0
3339,Xbox One,strategy,Angry Birds Star Wars,53,,12,1,0
3340,PC,strategy,Planar Conquest,53,,14,1,0
3341,PC,strategy,Siegecraft Commander,53,,14,1,0
3342,Switch,strategy,Exorder,53,,19,1,0
3343,Switch,strategy,Demon's Rise - War for the Deep,53,,19,1,0
3344,PC,strategy,American Conquest: Divided Nation,53,,14,1,0
3345,PC,strategy,War Times,53,,14,1,0
3347,PC,strategy,Spore Creepy & Cute Parts Pack,53,,14,1,0
3348,PC,strategy,M.U.D. TV,53,,14,1,0
3349,PC,strategy,TransRoad: USA,53,,14,1,0
3350,PC,strategy,Thandor: The Invasion,53,,14,1,0
3351,PC,strategy,Two Thrones,53,,14,1,0
3352,PC,strategy,Gemini Wars,53,,14,1,0
3354,PC,strategy,A Game of Thrones: Genesis,53,,14,1,0
3355,Wii,strategy,Pokemon Battle Revolution,53,,0,1,0
3356,PlayStation 4,strategy,Natural Doctrine,53,,15,1,0
3357,PC,strategy,Necromunda: Underhive Wars,53,,14,1,0
3358,Switch,strategy,Has-Been Heroes,53,,19,1,0
3359,PC,strategy,Elemental: War of Magic,53,,14,1,0
3360,Xbox One,strategy,Constructor,53,,12,1,0
3361,PC,strategy,"Great Invasions: The Darkages ""350-1066 AD""",53,,14,1,0
3362,Wii U,strategy,Space Hulk,53,,6,1,0
3363,Xbox One,strategy,Pixel Piracy,53,,12,1,0
3364,3DS,strategy,Legna Tactica,53,,9,1,0
3365,PlayStation 4,strategy,Throw Anything,53,,15,1,0
3366,PC,strategy,Hammer & Sickle,52,,14,1,0
3367,PC,strategy,Star Trek: New Worlds,52,,14,1,0
3368,3DS,strategy,Yu-Gi-Oh! Zexal: World Duel Carnival,52,,9,1,0
3369,PC,strategy,Worlds of Magic,52,,14,1,0
3370,PC,strategy,Pax Romana,52,,14,1,0
3371,PC,strategy,Casino Tycoon,52,,14,1,0
3372,Wii,strategy,Ant Nation,52,,0,1,0
3373,PlayStation 3,strategy,Might & Magic: Duel of Champions - Forgotten Wars,52,,1,1,0
3374,Wii,strategy,Lead the Meerkats,52,,0,1,0
3375,PC,strategy,Realpolitiks,52,,14,1,0
3376,Xbox 360,strategy,Defenders of Ardania,52,,5,1,0
3377,PC,strategy,Yu-Gi-Oh! Power of Chaos: Yugi the Destiny,52,,14,1,0
3378,PC,strategy,Great War Nations: The Spartans,52,,14,1,0
3379,PC,strategy,Jagged Alliance: Flashback,52,,14,1,0
3380,Switch,strategy,New Frontier Days: Founding Pioneers,52,,19,1,0
3381,PC,strategy,SuperPower 2,51,,14,1,0
3383,PlayStation Vita,strategy,Space Hulk,51,,11,1,0
3384,PC,strategy,BANNERMEN,51,,14,1,0
3385,Xbox 360,strategy,History Legends of War: Patton,51,,5,1,0
3386,Switch,strategy,ACORN Tactics,51,,19,1,0
3387,PlayStation 3,strategy,Stormrise,51,,1,1,0
3388,PC,strategy,Swag and Sorcery,51,,14,1,0
3389,PC,strategy,Starport Delta,51,,14,1,0
3390,Xbox 360,strategy,Babel Rising,51,,5,1,0
3391,PC,strategy,Confrontation,51,,14,1,0
3393,PC,strategy,Hospital Tycoon,51,,14,1,0
3394,PlayStation 3,strategy,Invizimals: The Lost Kingdom,50,,1,1,0
3395,PC,strategy,Empire Earth III,50,,14,1,0
3396,PC,strategy,Big Biz Tycoon,50,,14,1,0
3397,PC,strategy,Trapped Dead,50,,14,1,0
3398,PlayStation 4,strategy,Krinkle Krusher,50,,15,1,0
3400,PC,strategy,Tryst,50,,14,1,0
3401,PlayStation 3,strategy,Record of Agarest War Zero,50,,1,1,0
3402,PC,strategy,America,50,,14,1,0
3403,PC,strategy,Railroad Pioneer,50,,14,1,0
3404,PlayStation 4,strategy,Pixel Piracy,50,,15,1,0
3405,PlayStation 4,strategy,Lock's Quest,50,,15,1,0
3406,Xbox 360,strategy,Dead Block,50,,5,1,0
3407,PC,strategy,Elements of War,49,,14,1,0
3408,PC,strategy,Adventure Park,49,,14,1,0
3409,PlayStation 3,strategy,Dungeon Twister,49,,1,1,0
3411,PC,strategy,Dungeons & Dragons: Daggerdale,49,,14,1,0
3412,PC,strategy,Guards,49,,14,1,0
3413,PlayStation 3,strategy,Angry Birds Star Wars,49,,1,1,0
3414,PC,strategy,Theatre of War 3: Korea,49,,14,1,0
3415,PC,strategy,Platoon: The 1st Airborne Cavalry Division in Vietnam,49,,14,1,0
3416,PC,strategy,RollerCoaster Tycoon 2: Wacky Worlds,49,,14,1,0
3417,Wii,strategy,Star Trek: Conquest,49,,0,1,0
3418,PC,strategy,The Guild 2: Venice,49,,14,1,0
3419,PC,strategy,Cannon Fodder 3,49,,14,1,0
3420,Switch,strategy,Riot: Civil Unrest,48,,19,1,0
3421,PC,strategy,APOX,48,,14,1,0
3422,Xbox 360,strategy,Stormrise,48,,5,1,0
3423,PlayStation 4,strategy,Element Space,48,,15,1,0
3425,PC,strategy,Amazons & Aliens,48,,14,1,0
3426,PC,strategy,Real War,48,,14,1,0
3427,PC,strategy,Grotesque Tactics 2: Dungeons & Donuts,48,,14,1,0
3428,Switch,strategy,Yet Another Zombie Defense HD,48,,19,1,0
3429,PlayStation 4,strategy,Dog Duty,48,,15,1,0
3430,3DS,strategy,Cocoro: Line Defender,47,,9,1,0
3431,PC,strategy,Rebels: Prison Escape,47,,14,1,0
3432,PC,strategy,Stronghold 3,47,,14,1,0
3433,PC,strategy,Arma Tactics,47,,14,1,0
3438,PlayStation 4,strategy,Angry Birds Star Wars,47,,15,1,0
3439,PC,strategy,Line Of Defense Tactics - Tactical Advantage,47,,14,1,0
3440,PC,strategy,Cities XXL,47,,14,1,0
3441,Xbox 360,strategy,Dungeons & Dragons: Daggerdale,46,,5,1,0
3442,PlayStation 4,strategy,League of War: VR Arena,46,,15,1,0
3443,Xbox 360,strategy,Zoids Assault,46,,5,1,0
3444,3DS,strategy,Harvest Moon 3D: The Lost Valley,46,,9,1,0
3446,PC,strategy,The History Channel: Great Battles of Rome,46,,14,1,0
3448,Xbox 360,strategy,Carrier Command: Gaea Mission,46,,5,1,0
3450,PC,strategy,Car Tycoon,46,,14,1,0
3451,PC,strategy,Gladiators of Rome,46,,14,1,0
3452,PC,strategy,Dreamlords,46,,14,1,0
3453,Xbox 360,strategy,Operation Darkness,46,,5,1,0
3454,PC,strategy,Frozen Hearth,46,,14,1,0
3455,PC,strategy,Squad Leader,46,,14,1,0
3456,PC,strategy,Airport Tycoon 3,46,,14,1,0
3457,PC,strategy,Carnival Cruise Line Tycoon 2005: Island Hopping,46,,14,1,0
3458,Switch,strategy,Make War,46,,19,1,0
3459,Xbox 360,strategy,Yu-Gi-Oh! 5D's Decade Duels,46,,5,1,0
3460,PC,strategy,Starpoint Gemini,46,,14,1,0
3461,PlayStation 3,strategy,Dungeons & Dragons: Daggerdale,46,,1,1,0
3462,Switch,strategy,Mad Carnage,46,,19,1,0
3463,PC,strategy,Impire,45,,14,1,0
3464,Xbox One,strategy,Element Space,45,,12,1,0
3465,PC,strategy,Spaceforce: Captains,45,,14,1,0
3466,Xbox One,strategy,Yet Another Zombie Defense HD,45,,12,1,0
3467,PC,strategy,Stronghold: Crusader Extreme,45,,14,1,0
3468,PC,strategy,Agarest: Generations of War,45,,14,1,0
3469,Switch,strategy,Warparty,45,,19,1,0
3470,PC,strategy,Heaven & Hell (2003),45,,14,1,0
3471,PC,strategy,Narcos: Rise of the Cartels,45,,14,1,0
3472,PC,strategy,Sword of the Stars II: Lords of Winter,44,,14,1,0
3474,PC,strategy,Cops 2170: The Power of Law,44,,14,1,0
3476,PC,strategy,Cortex Command,44,,14,1,0
3477,PC,strategy,SunAge,44,,14,1,0
3478,PC,strategy,Empire of Magic,44,,14,1,0
3479,PlayStation 4,strategy,RollerCoaster Tycoon Joyride,44,,15,1,0
3480,PC,strategy,Meridian: New World,43,,14,1,0
3481,PC,strategy,Perimeter II: New Earth,43,,14,1,0
3482,PlayStation 4,strategy,Riot: Civil Unrest,43,,15,1,0
3484,PlayStation 4,strategy,Spuds Unearthed,43,,15,1,0
3485,PC,strategy,Alliance: Future Combat,43,,14,1,0
3486,PC,strategy,Deep Sea Tycoon: Diver's Paradise,43,,14,1,0
3487,Xbox 360,strategy,Omerta: City of Gangsters,43,,5,1,0
3488,PC,strategy,Will of Steel,43,,14,1,0
3489,PC,strategy,Dragons and Titans,43,,14,1,0
3490,3DS,strategy,Gardening Mama 2: Forest Friends,43,,9,1,0
3491,PC,strategy,RollerCoaster Tycoon World,43,,14,1,0
3493,PC,strategy,Game Tycoon,42,,14,1,0
3494,PC,strategy,Stormrise,42,,14,1,0
3495,PC,strategy,Dino Island,42,,14,1,0
3497,PC,strategy,Shop Titans,42,,14,1,0
3499,PC,strategy,Stranger,42,,14,1,0
3501,PC,strategy,Shattered Suns,41,,14,1,0
3502,PC,strategy,Robot Arena,41,,14,1,0
3503,Switch,strategy,Narcos: Rise of the Cartels,41,,19,1,0
3504,PC,strategy,Men of War: Assault Squad 2 - Cold War,41,,14,1,0
3505,PC,strategy,Seduce Me,41,,14,1,0
3506,PC,strategy,Brigade E5: New Jagged Union,41,,14,1,0
3507,PC,strategy,Mall Tycoon,41,,14,1,0
3508,PC,strategy,SuperPower,39,,14,1,0
3509,PC,strategy,Mayday,39,,14,1,0
3511,3DS,strategy,RollerCoaster Tycoon 3D,39,,9,1,0
3512,Wii U,strategy,Falling Skies: The Game,39,,6,1,0
3513,PC,strategy,Coffee Tycoon,39,,14,1,0
3514,PC,strategy,G.I. Combat,38,,14,1,0
3515,PC,strategy,Seven Kingdoms: Conquest,38,,14,1,0
3516,PC,strategy,Making History II: The War of the World,38,,14,1,0
3517,PC,strategy,Left Behind: Eternal Forces,38,,14,1,0
3518,PC,strategy,Monster Garage,38,,14,1,0
3521,PC,strategy,Legends of Pegasus,36,,14,1,0
3522,PC,strategy,Zoo Tycoon 2: African Adventure,35,,14,1,0
3523,PC,strategy,Cityconomy,35,,14,1,0
3525,3DS,strategy,Langrisser Re:Incarnation -TENSEI-,35,,9,1,0
3527,PC,strategy,"Warhammer 40,000: Storm of Vengeance",33,,14,1,0
3528,PC,strategy,Demonworld: Dark Armies,33,,14,1,0
3529,PC,strategy,Coliseum,32,,14,1,0
3530,PC,strategy,Airport Tycoon 2,32,,14,1,0
3532,PC,strategy,Interstellar Trader 2,31,,14,1,0
3533,PC,strategy,Big Oil: Build an Oil Empire,31,,14,1,0
3535,PC,strategy,Raven's Cry,27,,14,1,0
3536,PC,strategy,Mission: Humanity,27,,14,1,0
3537,PC,strategy,Fray,27,,14,1,0
3538,PC,strategy,Stalin vs. Martians,25,,14,1,0
3539,PC,strategy,The Apprentice,25,,14,1,0
3540,PC,strategy,Beauty Factory,22,,14,1,0
3541,PC,strategy,Citadels,20,,14,1,0
3542,PlayStation 3,third-person,Red Dead Redemption,95,,1,2,1
3543,Xbox 360,third-person,Red Dead Redemption,95,,5,2,1
3544,Xbox 360,third-person,Gears of War,94,,5,2,1
3545,PC,third-person,Grim Fandango,94,,14,2,1
3546,Xbox 360,third-person,Gears of War 2,93,,5,2,1
3547,PC,third-person,Star Wars: Knights of the Old Republic,93,,14,2,1
3548,PC,third-person,The Longest Journey,91,,14,2,1
3549,Xbox 360,third-person,Gears of War 3,91,,5,2,1
3550,PC,third-person,Call of Duty,91,,14,2,1
3552,PlayStation Vita,third-person,Broken Age,90,,11,2,1
3553,Xbox 360,third-person,Dead Space 2,90,,5,2,1
3554,PC,third-person,Max Payne,89,,14,2,1
3556,PlayStation 3,third-person,L.A. Noire,89,,1,2,1
3557,Xbox 360,third-person,Dead Space,89,,5,2,1
3558,PlayStation 3,third-person,Dead Space 2,89,,1,2,1
3559,Xbox 360,third-person,L.A. Noire,89,,5,2,1
3561,Xbox 360,third-person,Shadow Complex,88,,5,2,1
3562,PlayStation 3,third-person,Dead Space,88,,1,2,1
3563,PlayStation Vita,third-person,Machinarium,88,,11,2,1
3569,Xbox One,third-person,DOOM,87,,12,2,1
3570,PlayStation 3,third-person,Max Payne 3,87,,1,2,1
3571,PlayStation 3,third-person,Heavy Rain,87,,1,2,1
3573,PC,third-person,Max Payne 3,87,,14,2,1
3574,PC,third-person,Dead Space 2,87,,14,2,1
3575,PC,third-person,Call of Duty: United Offensive,87,,14,2,1
3576,PC,third-person,Gears of War,87,,14,2,1
3578,PC,third-person,The Gallery - Episode 2: Heart of the Emberstone,86,,14,2,1
3580,PC,third-person,Gears of War 4,86,,14,2,1
3581,PC,third-person,Max Payne 2: The Fall of Max Payne,86,,14,2,1
3582,Xbox 360,third-person,Max Payne 3,86,,5,2,1
3583,PC,third-person,Dead Space,86,,14,2,1
3584,PC,third-person,Escape from Monkey Island,86,,14,2,1
3585,Switch,third-person,Warframe,86,,19,2,1
3586,PlayStation 3,third-person,Tales of Monkey Island,86,,1,2,1
3587,PC,third-person,Risk of Rain 2,85,,14,2,1
3588,PC,third-person,"Sam & Max Episode 205: What's New, Beelzebub?",85,,14,2,1
3589,Xbox 360,third-person,Lara Croft and the Guardian of Light,85,,5,2,1
3590,PlayStation 4,third-person,DOOM,85,,15,2,1
3591,PlayStation 3,third-person,Red Faction: Guerrilla,85,,1,2,1
3592,PC,third-person,Giants: Citizen Kabuto,85,,14,2,1
3594,PC,third-person,Indigo Prophecy,85,,14,2,1
3595,PC,third-person,Sam & Max Episode 204: Chariots of the Dogs,85,,14,2,1
3596,PC,third-person,Machinarium,85,,14,2,1
3597,PC,third-person,Star Wars: Knights of the Old Republic II - The Sith Lords,85,,14,2,1
3598,PlayStation 3,third-person,Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,85,,1,2,1
3599,Xbox 360,third-person,Gears of War 3: Forces of Nature Map Pack,85,,5,2,1
3600,Xbox 360,third-person,Red Faction: Guerrilla,85,,5,2,1
3601,Xbox One,third-person,Fortnite,85,,12,2,1
3602,PC,third-person,DOOM,85,,14,2,1
3604,Wii,third-person,Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,84,,0,2,1
3606,PlayStation 3,third-person,Tom Clancy's Ghost Recon Advanced Warfighter 2,84,,1,2,1
3607,Xbox One,third-person,Gears 5,84,,12,2,1
3608,Xbox One,third-person,Gears of War 4,84,,12,2,1
3609,Xbox 360,third-person,Devil May Cry 4,84,,5,2,1
3610,PlayStation Vita,third-person,Grim Fandango Remastered,84,,11,2,1
3612,PC,third-person,Teleglitch,84,,14,2,1
3613,PC,third-person,Tom Clancy's The Division 2,84,,14,2,1
3615,PC,third-person,Grim Fandango Remastered,84,,14,2,1
3617,PlayStation 3,third-person,Warhawk,84,,1,2,1
3618,Xbox 360,third-person,Child of Eden,84,,5,2,1
3620,Xbox 360,third-person,Vanquish,84,,5,2,1
3621,PlayStation 3,third-person,Vanquish,84,,1,2,1
3625,Switch,third-person,Grim Fandango Remastered,84,,19,2,1
3626,Switch,third-person,Fortnite,83,,19,2,1
3627,PC,third-person,MDK2,83,,14,2,1
3628,3DS,third-person,Retro City Rampage DX,83,,9,2,1
3630,Switch,third-person,Splatoon 2,83,,19,2,1
3631,Xbox 360,third-person,Crackdown,83,,5,2,1
3633,PC,third-person,Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,83,,14,2,1
3634,PC,third-person,Sunset Overdrive,83,,14,2,1
3636,PC,third-person,Metal Gear Rising: Revengeance,83,,14,2,1
3637,Wii,third-person,Tales of Monkey Island Chapter 5: Rise of the Pirate God,83,,0,2,1
3639,PlayStation 3,third-person,Warhawk - Operation: Fallen Star,83,,1,2,1
3640,PlayStation 3,third-person,Warhawk - Operation: Broken Mirror,83,,1,2,1
3641,Xbox One,third-person,ABZU,83,,12,2,1
3642,PC,third-person,Helldivers,83,,14,2,1
3643,PC,third-person,ABZU,83,,14,2,1
3646,PC,third-person,L.A. Noire: The Complete Edition,83,,14,2,1
3649,Xbox One,third-person,Gears of War: Ultimate Edition,82,,12,2,1
3650,PC,third-person,Red Faction: Guerrilla,82,,14,2,1
3651,PlayStation 4,third-person,Tom Clancy's The Division 2,82,,15,2,1
3652,Xbox One,third-person,RiME,82,,12,2,1
3653,PC,third-person,Sam & Max Episode 105: Reality 2.0,82,,14,2,1
3655,PlayStation 4,third-person,The Walking Dead: Michonne - Episode 2: Give No Shelter,82,,15,2,1
3656,Xbox One,third-person,Tom Clancy's The Division 2,82,,12,2,1
3657,PC,third-person,Gemini Rue,82,,14,2,1
3658,PC,third-person,Tales of Monkey Island Chapter 3: Lair of the Leviathan,82,,14,2,1
3659,PC,third-person,Broken Sword: The Sleeping Dragon,82,,14,2,1
3662,PC,third-person,Monday Night Combat,82,,14,2,1
3664,PC,third-person,Sam & Max Episode 201: Ice Station Santa,82,,14,2,1
3666,Switch,third-person,Splatoon 2: Octo Expansion,82,,19,2,1
3667,PC,third-person,Syberia,82,,14,2,1
3669,Xbox One,third-person,Tom Clancy's The Division 2: Warlords of New York,82,,12,2,1
3670,PC,third-person,Gears 5,82,,14,2,1
3671,PC,third-person,Botanicula,82,,14,2,1
3672,PC,third-person,Plants vs Zombies: Garden Warfare 2,82,,14,2,1
3674,PC,third-person,Broken Age: Act 1,82,,14,2,1
3676,PlayStation 4,third-person,Plants vs Zombies: Garden Warfare 2,81,,15,2,1
3677,Wii U,third-person,Splatoon,81,,6,2,1
3679,PC,third-person,Remnant: From the Ashes - Swamps of Corsus,81,,14,2,1
3681,PlayStation 4,third-person,Hunt: Showdown,81,,15,2,1
3682,PlayStation 4,third-person,The First Tree: Console Edition,81,,15,2,1
3683,PC,third-person,Tales of Monkey Island Chapter 5: Rise of the Pirate God,81,,14,2,1
3684,PC,third-person,Fortnite,81,,14,2,1
3685,PlayStation 4,third-person,Helldivers,81,,15,2,1
3686,PlayStation 4,third-person,Broken Age,81,,15,2,1
3687,PC,third-person,Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,81,,14,2,1
3688,Xbox One,third-person,Sunset Overdrive,81,,12,2,1
3689,Xbox 360,third-person,RAGE,81,,5,2,1
3690,PC,third-person,Hunt: Showdown,81,,14,2,1
3695,PC,third-person,Star Trek: Deep Space Nine: The Fallen,81,,14,2,1
3697,PC,third-person,Sam & Max Episode 101: Culture Shock,81,,14,2,1
3698,PlayStation 3,third-person,Child of Eden,81,,1,2,1
3699,Xbox One,third-person,Remnant: From the Ashes,81,,12,2,1
3700,PC,third-person,Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,81,,14,2,1
3701,PlayStation 3,third-person,Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,81,,1,2,1
3702,Xbox One,third-person,Plants vs Zombies: Garden Warfare 2,80,,12,2,1
3703,Switch,third-person,ABZU,80,,19,2,1
3704,PC,third-person,Syberia II,80,,14,2,1
3706,PC,third-person,Detroit: Become Human,80,,14,2,1
3707,PC,third-person,Sam & Max Episode 202: Moai Better Blues,80,,14,2,1
3708,PlayStation 4,third-person,Shadow Complex Remastered,80,,15,2,1
3709,PC,third-person,Sam & Max Episode 104: Abe Lincoln Must Die!,80,,14,2,1
3710,PC,third-person,"Guns, Gore & Cannoli 2",80,,14,2,1
3711,PC,third-person,Freedom Fighters,80,,14,2,1
3714,PlayStation 4,third-person,RiME,80,,15,2,1
3716,PC,third-person,World of Tanks,80,,14,2,1
3717,PlayStation 4,third-person,Grim Fandango Remastered,80,,15,2,1
3718,PC,third-person,Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,80,,14,2,1
3719,PlayStation 3,third-person,Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,80,,1,2,1
3720,Xbox One,third-person,Tom Clancy's The Division,80,,12,2,1
3724,PC,third-person,RoboBlitz,80,,14,2,1
3725,PlayStation 4,third-person,Tom Clancy's The Division,80,,15,2,1
3726,Wii,third-person,Tales of Monkey Island Chapter 3: Lair of the Leviathan,80,,0,2,1
3727,PlayStation 4,third-person,World of Tanks,80,,15,2,1
3729,Switch,third-person,Wide Ocean Big Jacket,79,,19,2,0
3730,PC,third-person,The Path,79,,14,2,0
3731,Wii,third-person,Metroid: Other M,79,,0,2,0
3732,Xbox 360,third-person,Sesame Street: Once Upon a Monster,79,,5,2,0
3733,Xbox 360,third-person,Gears of War 2: All Fronts Collection,79,,5,2,0
3734,Xbox 360,third-person,Lost Planet: Extreme Condition,79,,5,2,0
3735,Xbox 360,third-person,Monday Night Combat,79,,5,2,0
3736,PC,third-person,Runaway: A Twist of Fate,79,,14,2,0
3737,PC,third-person,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,79,,14,2,0
3738,Xbox 360,third-person,Transformers: Fall of Cybertron,79,,5,2,0
3739,PC,third-person,Earth Defense Force 4.1: The Shadow of New Despair,79,,14,2,0
3740,PlayStation 4,third-person,Until Dawn,79,,15,2,0
3741,Xbox 360,third-person,Tom Clancy's Ghost Recon: Future Soldier,79,,5,2,0
3743,PC,third-person,Sam & Max Episode 102: Situation: Comedy,79,,14,2,0
3744,PC,third-person,Sam & Max Episode 106: Bright Side of the Moon,79,,14,2,0
3745,PC,third-person,Tom Clancy's The Division,79,,14,2,0
3746,PC,third-person,Sam & Max Episode 203: Night of the Raving Dead,79,,14,2,0
3747,PlayStation Vita,third-person,Retro City Rampage,79,,11,2,0
3748,PC,third-person,Spellbreak,79,,14,2,0
3749,PC,third-person,Shadowgrounds Survivor,79,,14,2,0
3750,Wii,third-person,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,79,,0,2,0
3752,PlayStation 4,third-person,Alienation,79,,15,2,0
3753,Xbox 360,third-person,Gears of War: Judgment,79,,5,2,0
3754,Switch,third-person,L.A. Noire,79,,19,2,0
3756,Wii,third-person,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,79,,0,2,0
3757,PC,third-person,Tom Clancy's The Division 2: Warlords of New York,79,,14,2,0
3758,PlayStation 3,third-person,Tom Clancy's Ghost Recon: Future Soldier,79,,1,2,0
3759,Xbox One,third-person,"Guns, Gore & Cannoli 2",79,,12,2,0
3760,PlayStation 4,third-person,Detroit: Become Human,78,,15,2,0
3762,PlayStation 3,third-person,Machinarium,78,,1,2,0
3763,PC,third-person,Transformers: Fall of Cybertron,78,,14,2,0
3764,PC,third-person,Vanquish,78,,14,2,0
3767,PC,third-person,Teleglitch: Die More Edition,78,,14,2,0
3769,PC,third-person,Two Worlds II: Pirates of the Flying Fortress,78,,14,2,0
3770,PlayStation 3,third-person,Call of Duty Classic,78,,1,2,0
3771,Xbox 360,third-person,Lost Planet: Extreme Condition Colonies Edition,78,,5,2,0
3772,PC,third-person,Dead Space 3,78,,14,2,0
3773,Xbox One,third-person,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,78,,12,2,0
3774,Xbox One,third-person,Spellbreak,78,,12,2,0
3775,PC,third-person,Remnant: From the Ashes,78,,14,2,0
3776,PC,third-person,Armed and Dangerous,78,,14,2,0
3777,PlayStation 4,third-person,Fortnite,78,,15,2,0
3778,PC,third-person,Marvel's Guardians of the Galaxy: The Telltale Series,78,,14,2,0
3779,PlayStation 4,third-person,Heavy Rain,78,,15,2,0
3780,Xbox One,third-person,The Walking Dead: Michonne - Episode 2: Give No Shelter,78,,12,2,0
3781,PC,third-person,Heavy Metal: F.A.K.K. 2,78,,14,2,0
3783,PC,third-person,Remnant: From the Ashes - Subject 2923,78,,14,2,0
3784,PC,third-person,Plants vs Zombies: Garden Warfare,78,,14,2,0
3785,PC,third-person,RiME,78,,14,2,0
3786,Xbox 360,third-person,Dead Space 3,78,,5,2,0
3787,PlayStation 4,third-person,ABZU,78,,15,2,0
3790,PlayStation 4,third-person,Plants vs. Zombies: Battle for Neighborville,77,,15,2,0
3791,PlayStation 3,third-person,Starhawk,77,,1,2,0
3792,PC,third-person,Al Emmo and the Lost Dutchman's Mine,77,,14,2,0
3793,PC,third-person,Alien Swarm,77,,14,2,0
3794,Xbox 360,third-person,Gears of War 3: RAAM's Shadow,77,,5,2,0
3796,Xbox One,third-person,11-11: Memories Retold,77,,12,2,0
3797,PC,third-person,Plants vs. Zombies: Battle for Neighborville,77,,14,2,0
3798,PC,third-person,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,77,,14,2,0
3799,Xbox 360,third-person,World of Tanks: Xbox 360 Edition,77,,5,2,0
3800,PlayStation 3,third-person,Spec Ops: The Line,77,,1,2,0
3801,PlayStation 4,third-person,11-11: Memories Retold,77,,15,2,0
3803,PlayStation 4,third-person,Vanquish,77,,15,2,0
3804,PlayStation 3,third-person,Dead Nation,77,,1,2,0
3805,Xbox 360,third-person,Stranglehold,77,,5,2,0
3806,PC,third-person,Lost Horizon,77,,14,2,0
3807,Xbox One,third-person,L.A. Noire,77,,12,2,0
3808,PC,third-person,Anachronox,77,,14,2,0
3809,PlayStation 3,third-person,Transformers: War for Cybertron,77,,1,2,0
3810,Xbox 360,third-person,The Gunstringer,77,,5,2,0
3812,Xbox One,third-person,Dreamfall Chapters,77,,12,2,0
3813,PC,third-person,We Were Here Together,77,,14,2,0
3814,PC,third-person,Stranglehold,77,,14,2,0
3815,PlayStation 4,third-person,Remnant: From the Ashes,77,,15,2,0
3817,PlayStation 3,third-person,Stranglehold,77,,1,2,0
3819,3DS,third-person,Attack of the Friday Monsters! A Tokyo Tale,77,,9,2,0
3820,PlayStation 3,third-person,Transformers: Fall of Cybertron,77,,1,2,0
3822,Xbox One,third-person,D4: Dark Dreams Don't Die,76,,12,2,0
3824,Switch,third-person,"Guns, Gore & Cannoli 2",76,,19,2,0
3825,Xbox 360,third-person,Transformers: War for Cybertron,76,,5,2,0
3826,PC,third-person,LawBreakers,76,,14,2,0
3828,PlayStation 4,third-person,Pode,76,,15,2,0
